admin,LOGIN,1763608494489,11001101010011111010000100000000110011001
admin,LOGIN,1763614770730,11001101010011111101000011100011000101010
admin,LOGIN,1763787153318,11001101010101001111010000001111110100110
admin,LOGOUT,1763787168453,11001101010101001111010000101101011000101
admin,LOGIN,1763792953437,11001101010101010010000001010000001011101
admin,LOGOUT,1763792981749,11001101010101010010000010000111011110101
admin,LOGIN,1763796303037,11001101010101010011100111011110010111101
admin,LOGIN,1763796342014,11001101010101010011101000101010011111110
admin,LOGIN,1763812179830,11001101010101011011001011111111101110110
admin,LOGIN,1763812530862,11001101010101011011010110101101010101110
admin,LOGIN,1763812611454,11001101010101011011011001001010101111110
admin,LOGIN,1763812753937,11001101010101011011011101100001000010001
admin,LOGOUT,1763812787126,11001101010101011011011110100001110110110
admin,LOGIN,1763814718750,11001101010101011100011001011110100011110
admin,LOGIN,1763815024319,11001101010101011100100010110011010111111
admin,LOGOUT,1763815047279,11001101010101011100100011100000001101111
admin,LOGIN,1763815052455,11001101010101011100100011101010010100111
admin,LOGIN,1763815251039,11001101010101011100101001101110001011111
admin,LOGIN,1763815342471,11001101010101011100101100100000110000111
admin,LOGIN,1763815379943,11001101010101011100101101101001111100111
admin,LOGIN,1763816159893,11001101010101011101000101011101010010101
admin,LOGIN,1763816649710,11001101010101011101010100011001111101110
admin,LOGIN,1763817438742,11001101010101011101101100011111000010110
admin,LOGIN,1763817468174,11001101010101011101101101011000100001110
admin,LOGIN,1763817758958,11001101010101011101110110010000011101110
admin,LOGIN,1763817796783,11001101010101011101110111011010010101111
admin,LOGIN,1763818070302,11001101010101011101111111110000100011110
admin,LOGIN,1763818144534,11001101010101011110000010000001100010110
admin,LOGIN,1763819109846,11001101010101011110011111011110111010110
admin,LOGIN,1763819739247,11001101010101011110110010101100001101111
admin,LOGIN,1763958701912,11001101010110100001000011011111101011000
admin,LOGIN,1763960291035,11001101010110100001110011111111011011011
admin,LOGIN,1764205533153,11001101011000010110110000001011111100001
admin,LOGIN,1764208028113,11001101011000010111111100010100111010001
admin,LOGIN,1764308970211,11001101011001001000000100110101011100011
admin,LOGIN,1764433422172,11001101011010000011011010110011101011100
admin,LOGIN,1764433665876,11001101011010000011100010001111101010100
admin,LOGIN,1764474401631,11001101011010010110111101011001101011111
admin,LOGIN,1764474715976,11001101011010010111000110111111101001000
admin,LOGIN,1764475038600,11001101011010010111010000110101110001000
admin,LOGIN,1764487311315,11001101011010011101000111010111111010011
admin,LOGIN,1764487380506,11001101011010011101001001011111000011010
admin,LOGIN,1764487654674,11001101011010011101010001110110100010010
admin,LOGIN,1764488473618,11001101011010011101101010110110000010010
admin,LOGIN,1764488959922,11001101011010011101111001101011110110010
admin,LOGIN,1764488971850,11001101011010011101111010000011001001010
admin,LOGIN,1764489001474,11001101011010011101111010111101000000010
admin,LOGIN,1764489698670,11001101011010011110010000001110101101110
admin,LOGIN,1764490408519,11001101011010011110100101111001001000111
admin,LOGIN,1764506767577,11001101011010100110011001001000011011001
admin,LOGOUT,1764507181832,11001101011010100110100101110001100001000
admin,LOGIN,1764507723057,11001101011010100110110110010010100110001
admin,LOGIN,1764507806841,11001101011010100110111000110110001111001
admin,LOGIN,1764508363568,11001101011010100111001001110101100110000
admin,LOGOUT,1764508388256,11001101011010100111001010100101110100000
admin,LOGIN,1764508393224,11001101011010100111001010101111100001000
admin,LOGOUT,1764508396224,11001101011010100111001010110101011000000
2nduf,LOGIN,1764508400001,11001101011010100111001010111100110000001
admin,LOGIN,1764508666665,11001101011010100111010011000101100101001
admin,LOGOUT,1764508681136,11001101011010100111010011100001110110000
admin,LOGIN,1764508693809,11001101011010100111010011111010100110001
admin,LOGIN,1764509045472,11001101011010100111011110101001011100000
admin,LOGIN,1764509118904,11001101011010100111100000111000110111000
admin,LOGIN,1764509163585,11001101011010100111100010010000001000001
admin,LOGOUT,1764509200609,11001101011010100111100011011000011100001
admin,LOGIN,1764509204225,11001101011010100111100011011111100000001
admin,LOGIN,1764509212680,11001101011010100111100011110000000001000
admin,LOGIN,1764509546056,11001101011010100111101101111011001001000
admin,LOGIN,1764509809619,11001101011010100111110101111101111010011
admin,LOGIN,1764511065520,11001101011010101000011100010010110110000
admin,LOGIN,1764511852194,11001101011010101000110100010011010100010
admin,LOGIN,1764512357473,11001101011010101001000011101110001100001
admin,LOGIN,1764512639849,11001101011010101001001100010101101101001
admin,LOGIN,1764512683488,11001101011010101001001101101010111100000
admin,LOGIN,1764512728488,11001101011010101001001111000010110101000
admin,LOGIN,1764512886097,11001101011010101001010011110110101010001
admin,LOGIN,1764513140200,11001101011010101001011011100110111101000
admin,LOGIN,1764513317697,11001101011010101001100001000001101000001
admin,LOGIN,1764513360656,11001101011010101001100010010101100010000
admin,LOGIN,1764513482600,11001101011010101001100110000011101101000
admin,LOGIN,1764513762049,11001101011010101001101110100101100000001
admin,LOGIN,1764514110977,11001101011010101001111001001111000000001
admin,LOGIN,1764514244193,11001101011010101001111101010011001100001
admin,LOGIN,1764514370793,11001101011010101010000001001010011101001
admin,LOGIN,1764514538937,11001101011010101010000110010010110111001
admin,LOGIN,1764514632841,11001101011010101010001001001010010001001
admin,LOGIN,1764514702960,11001101011010101010001011010011001110000
admin,LOGIN,1764514820417,11001101011010101010001110111000101000001
admin,LOGIN,1764515166297,11001101011010101010011001011100001011001
admin,LOGIN,1764567645253,11001101011011000011011010111110001000101
admin,LOGIN,1764572058447,11001101011011000101100001101001101001111
admin,LOGIN,1764572180001,11001101011011000101100101010111000100001
admin,LOGIN,1764572492633,11001101011011000101101110111001101011001
admin,LOGIN,1764573536236,11001101011011000110001110101111111101100
admin,LOGIN,1764573595013,11001101011011000110010000100010110000101
admin,LOGIN,1764573728574,11001101011011000110010100100111100111110
admin,LOGIN,1764573820879,11001101011011000110010111011011111001111
admin,LOGIN,1764574200199,11001101011011000110100011000000110000111
admin,LOGIN,1764576283743,11001101011011000111100010100110001011111
admin,LOGIN,1764577019156,11001101011011000111111001000010100010100
admin,LOGIN,1764577129463,11001101011011000111111100011001111110111
admin,LOGIN,1764577271034,11001101011011001000000000101110011111010
admin,LOGIN,1764578117542,11001101011011001000011010100011110100110
admin,LOGIN,1764578423164,11001101011011001000100011111000101111100
admin,LOGIN,1764578629300,11001101011011001000101010001011010110100
admin,LOGIN,1764579118556,11001101011011001000111001000110111011100
admin,LOGIN,1764580034044,11001101011011001001010101000010111111100
admin,LOGIN,1764582402507,11001101011011001010011101010100111001011
admin,LOGIN,1764582755174,11001101011011001010101000000101101100110
admin,LOGIN,1764583030602,11001101011011001010110000011111101001010
admin,LOGIN,1764583505726,11001101011011001010111110111111100111110
admin,LOGIN,1764583867211,11001101011011001011001010000001101001011
admin,LOGOUT,1764583870953,11001101011011001011001010001000111101001
admin,LOGIN,1764583878486,11001101011011001011001010010111101010110
admin,LOGIN,1764584587258,11001101011011001011011111111111111111010
admin,LOGIN,1764585528615,11001101011011001011111100101110100100111
admin,LOGIN,1764585607394,11001101011011001011111111001000011100010
admin,LOGIN,1764643774202,11001101011011100111101110001111011111010
admin,LOGIN,1764644969439,11001101011011101000010010101101111011111
admin,LOGIN,1764645007496,11001101011011101000010011111000010001000
admin,LOGOUT,1764645413316,11001101011011101000100000010000111000100
admin,LOGIN,1764645437246,11001101011011101000100000111111100111110
admin,LOGIN,1764646153827,11001101011011101000110110110111001100011
admin,LOGIN,1764646196679,11001101011011101000111000001010111000111
admin,LOGOUT,1764646380344,11001101011011101000111101110001100111000
admin,LOGIN,1764646386555,11001101011011101000111101111101101111011
admin,LOGIN,1764647154323,11001101011011101001010101011001010010011
admin,LOGIN,1764647351690,11001101011011101001011011011010110001010
admin,LOGIN,1764647707705,11001101011011101001100110010010000111001
admin,LOGIN,1764648091475,11001101011011101001110001111111101010011
admin,LOGIN,1764648358904,11001101011011101001111010001001111111000
admin,LOGIN,1764649647385,11001101011011101010100001011110100011001
admin,LOGIN,1764656752966,11001101011011101101111010010100101000110
admin,LOGIN,1764657130901,11001101011011101110000101110110110010101
admin,LOGIN,1764657200945,11001101011011101110000111111111100110001
admin,LOGOUT,1764657301008,11001101011011101110001011000011000010000
admin01,LOGIN,1764657308462,11001101011011101110001011010001100101110
admin01,LOGIN,1764657756755,11001101011011101110011000111101001010011
admin01,LOGIN,1764657781938,11001101011011101110011001101110010110010
admin,LOGIN,1764660464487,11001101011011101111101011100101101100111
admin,LOGIN,1764663570389,11001101011011110001001010010111111010101
admin,LOGIN,1764664563170,11001101011011110001101000101010111100010
admin,LOGIN,1764665018101,11001101011011110001110110100011011110101
admin,LOGIN,1764665761069,11001101011011110010001101001110100101101
admin,LOGIN,1764665833401,11001101011011110010001111011011110111001
admin,LOGIN,1764665941688,11001101011011110010010010101111010111000
admin,LOGIN,1764666015988,11001101011011110010010101000000011110100
admin,LOGIN,1764666054696,11001101011011110010010110001100000101000
admin,LOGIN,1764666407137,11001101011011110010100000111100011100001
admin,LOGIN,1764667748800,11001101011011110011001001111000111000000
admin,LOGIN,1764667783481,11001101011011110011001010111100100111001
admin,LOGIN,1764668412834,11001101011011110011011110001001110100010
admin,LOGOUT,1764668441448,11001101011011110011011111000001101101000
admin01,LOGIN,1764668449024,11001101011011110011011111010000100000000
admin01,LOGOUT,1764668486200,11001101011011110011100000011001000111000
officer01,LOGIN,1764668492945,11001101011011110011100000100110010010001
officer01,LOGOUT,1764668496770,11001101011011110011100000101101110000010
admin01,LOGIN,1764668501755,11001101011011110011100000110111011111011
admin01,LOGIN,1764668527268,11001101011011110011100001101001010100100
admin,LOGIN,1764688158132,11001101011011111100111000101110110110100
admin,LOGIN,1764688229436,11001101011011111100111010111010000111100
admin,LOGIN,1764688905181,11001101011011111101001111100001111011101
admin,LOGIN,1764688974406,11001101011011111101010001101001001000110
admin,LOGIN,1764689009517,11001101011011111101010010101101101101101
admin,LOGIN,1764690412525,11001101011011111101111101100001111101101
admin,LOGIN,1764690469925,11001101011011111101111111010010000100101
admin,LOGIN,1764690695742,11001101011011111110000110001011000111110
admin,LOGIN,1764690724661,11001101011011111110000111000011100110101
admin,LOGIN,1764690887285,11001101011011111110001100000001001110101
admin,LOGIN,1764691119061,11001101011011111110010011000101111010101
admin,LOGIN,1764691162542,11001101011011111110010100011010110101110
admin,LOGIN,1764691212990,11001101011011111110010101111101010111110
admin,LOGIN,1764691292632,11001101011011111110011000011000111011000
admin,LOGIN,1764691419653,11001101011011111110011100010001000000101
admin,LOGIN,1764691458909,11001101011011111110011101011101101011101
admin,LOGOUT,1764691824685,11001101011011111110101000101000000101101
admin,LOGIN,1764729351143,11001101011100010000100001110101111100111
admin,LOGIN,1764732108679,11001101011100010001110101111111110000111
admin,LOGOUT,1764732142457,11001101011100010001110111000001101111001
admin,LOGIN,1764734751472,11001101011100010011000110101001011110000
admin,LOGIN,1764739990120,11001101011100010101100110100001001101000
admin,LOGIN,1764740234929,11001101011100010101101101111111010110001
admin,LOGIN,1764746535313,11001101011100011000101110010000110010001
admin,LOGIN,1764747893783,11001101011100011001010111101110000010111
admin,LOGIN,1764764206169,11001101011100100001001001100010001011001
admin,LOGIN,1764764534992,11001101011100100001010011100100011010000
admin,LOGIN,1764764725800,11001101011100100001011001011001000101000
admin,LOGIN,1764765147512,11001101011100100001100110010000101111000
admin,LOGOUT,1764765412328,11001101011100100001101110010101111101000
admin,LOGIN,1764765426020,11001101011100100001101110110000101100100
admin,LOGIN,1764765974704,11001101011100100001111111100000010110000
admin,LOGIN,1764816143596,11001101011100111001111010100010011101100
admin,LOGOUT,1764816343772,11001101011100111010000000101001011011100
admin,LOGIN,1764816358063,11001101011100111010000001000101010101111
admin,LOGIN,1764828148965,11001101011100111111101000111010011100101
admin,LOGOUT,1764828435754,11001101011100111111110001101010100101010
admin,LOGIN,1764839480748,11001101011101000101000010101110110101100
admin,LOGOUT,1764839503401,11001101011101000101000011011011000101001
admin,LOGIN,1764904831465,11001101011101100100001101000100111101001
admin,LOGIN,1764923267555,11001101011101101100111111101100111100011
admin,LOGIN,1764938252898,11001101011101110100001001000001001100010
admin,LOGIN,1764938501643,11001101011101110100010000100111000001011
admin,LOGIN,1764938531794,11001101011101110100010001100001111010010
admin,LOGIN,1764939153434,11001101011101110100100100100000000011010
admin,LOGIN,1764939682778,11001101011101110100110100101001111011010
admin,LOGIN,1765005913855,11001101011110010100011001110111011111111
admin,LOGIN,1765006345510,11001101011110010100100111000010100100110
admin,LOGIN,1765092356029,11001101011110111101100111110111110111101
officer,LOGIN,1765092795469,11001101011110111101110101010010001001101
officer,LOGOUT,1765092825637,11001101011110111101110110001101000100101
officer,LOGIN,1765092843237,11001101011110111101110110101111011100101
officer,LOGOUT,1765092863568,11001101011110111101110111010111001010000
admin,LOGIN,1765092873277,11001101011110111101110111101010000111101
admin,LOGIN,1765093082061,11001101011110111101111110000001111001101
admin,LOGIN,1765093108069,11001101011110111101111110110100101100101
admin,LOGIN,1765096147299,11001101011110111111011011100100101100011
admin,LOGIN,1765116093635,11001101011111001000111100010010011000011
admin,LOGIN,1765117259762,11001101011111001001011111110111111110010
admin,LOGIN,1765175886383,11001101011111100101011101000001000101111
admin,LOGIN,1765204319096,11001101011111110011000000101101101111000
admin,LOGOUT,1765204467185,11001101011111110011000101001110111110001
admin,LOGIN,1765204667075,11001101011111110011001011010101011000011
admin,LOGIN,1765249756622,11001101100000001000101011010110111001110
admin,LOGOUT,1765249772125,11001101100000001000101011110101001011101
admin,LOGIN,1765249777219,11001101100000001000101011111111001000011
admin,LOGIN,1765252468903,11001101100000001001111110001000010100111
admin,LOGIN,1765252832607,11001101100000001010001001001110101011111
admin,LOGIN,1765261809534,11001101100000001110011011001011101111110
